V1,V2,V3,V4,V5,V6,V7,Class
7,37,58,39,47,31.449400978650406,59.21301346836153,5
8,36,69,59,75,46.29940097865041,80.07301346836152,4
9,44,82,46,68,34.4494009786504,84.13301346836153,2
6,27,59,30,68,35.48940097865041,73.52301346836154,7
7,28,90,39,83,33.299400978650404,86.01301346836152,2
5,62,42,43,51,47.63940097865041,95.41301346836153,8
8,37,52,38,44,28.549400978650404,56.47301346836153,5
9,43,42,47,47,31.699400978650406,64.83301346836153,8
6,27,51,29,57,32.4494009786504,63.67301346836153,4
10,51,60,52,51,29.529400978650408,80.72301346836153,3
5,27,42,29,55,39.4494009786504,79.74301346836154,6
8,41,98,49,86,34.26940097865041,96.46301346836154,2
10,44,42,44,47,31.699400978650406,71.68301346836154,8
10,36,42,38,47,31.449400978650406,53.80301346836153,8
7,28,73,35,70,28.449400978650406,66.83301346836153,2
9,44,57,46,70,39.4494009786504,74.84301346836153,9
9,34,67,53,69,41.1694009786504,72.91301346836153,8
5,27,42,29,48,32.4494009786504,74.25301346836153,9
6,27,48,31,64,42.54940097865041,68.59301346836153,6
5,27,42,29,70,54.4494009786504,86.02301346836154,2
6,35,48,29,52,34.079400978650405,65.41301346836153,8
7,34,66,43,58,32.049400978650404,64.51301346836154,5
7,29,82,43,70,38.4494009786504,75.59301346836153,2
11,46,53,41,50,30.449400978650406,68.72301346836153,8
8,46,42,48,46,30.449400978650406,74.39301346836153,8
8,28,69,47,75,42.689400978650404,73.92301346836153,8
8,32,69,36,64,26.279400978650408,62.07301346836153,3
5,42,42,29,44,39.259400978650405,58.05301346836153,8
8,27,71,54,68,48.4494009786504,71.50301346836153,6
11,27,50,46,39,42.23940097865041,76.67301346836153,3
8,29,80,51,78,43.469400978650405,84.95301346836153,6
7,27,60,49,59,43.54940097865041,68.82301346836152,6
6,28,48,29,51,29.529400978650408,75.70301346836153,4
10,35,64,33,59,27.919400978650405,61.373013468361535,2
7,27,54,40,49,34.62940097865041,57.06301346836153,6
10,28,71,52,72,45.8094009786504,73.43301346836154,1
8,41,79,64,89,48.149400978650405,95.41301346836153,8
8,28,71,40,70,33.649400978650405,66.45301346836153,7
7,27,89,41,78,37.869400978650404,81.72301346836153,2
7,27,60,36,59,30.729400978650407,84.20301346836153,7
7,27,63,46,51,42.689400978650404,81.68301346836154,9
11,31,60,29,55,27.919400978650405,62.33301346836153,2
6,51,42,54,56,40.4794009786504,82.95301346836153,1
9,41,64,29,50,41.24940097865041,77.48301346836153,2
7,27,65,45,62,39.4494009786504,84.61301346836153,7
10,29,76,44,69,37.049400978650404,70.37301346836153,1
11,41,72,54,63,35.9794009786504,72.26301346836152,1
8,27,67,30,82,41.4794009786504,82.95301346836153,9
6,27,54,29,63,35.4494009786504,82.73301346836153,4
11,53,53,29,45,49.929400978650406,77.90301346836154,3
