V1,V2,V3,V4,V5,V6,V7,Class
5,28,44,29,34,23.63293398576694,48.14200897890768,5
6,27,55,49,62,38.48293398576694,69.00200897890768,4
7,35,68,36,55,26.63293398576694,73.06200897890768,2
4,18,45,20,55,27.67293398576694,62.452008978907685,7
5,19,76,29,70,25.482933985766937,74.94200897890768,2
3,53,28,33,38,39.82293398576694,84.34200897890769,8
6,28,38,28,31,20.732933985766937,45.40200897890769,5
7,34,28,37,34,23.88293398576694,53.76200897890769,8
4,18,37,19,44,24.63293398576694,52.60200897890769,4
8,42,46,42,38,21.712933985766938,69.65200897890769,3
3,18,28,19,42,31.63293398576694,68.67200897890768,6
6,32,84,39,73,26.45293398576694,85.39200897890768,2
8,35,28,34,34,23.88293398576694,60.61200897890768,8
8,27,28,28,34,23.63293398576694,42.732008978907686,8
5,19,59,25,57,20.63293398576694,55.76200897890769,2
7,35,43,36,57,31.63293398576694,63.77200897890769,9
7,25,53,43,56,33.35293398576694,61.842008978907685,8
3,18,28,19,35,24.63293398576694,63.18200897890769,9
4,18,34,21,51,34.73293398576694,57.52200897890769,6
3,18,28,19,57,46.63293398576694,74.95200897890768,2
4,26,34,19,39,26.26293398576694,54.342008978907685,8
5,25,52,33,45,24.232933985766937,53.44200897890769,5
5,20,68,33,57,30.63293398576694,64.52200897890769,2
9,37,39,31,37,22.63293398576694,57.65200897890769,8
6,37,28,38,33,22.63293398576694,63.32200897890769,8
6,19,55,37,62,34.872933985766934,62.85200897890769,8
6,23,55,26,51,18.462933985766938,51.00200897890768,3
3,33,28,19,31,31.44293398576694,46.982008978907686,8
6,18,57,44,55,40.63293398576694,60.43200897890769,6
9,18,36,36,26,34.42293398576694,65.60200897890769,3
6,20,66,41,65,35.652933985766936,73.88200897890769,6
5,18,46,39,46,35.73293398576694,57.75200897890768,6
4,19,34,19,38,21.712933985766938,64.63200897890769,4
8,26,50,23,46,20.10293398576694,50.302008978907686,2
5,18,40,30,36,26.81293398576694,45.99200897890769,6
8,19,57,42,59,37.99293398576694,62.36200897890768,1
6,32,65,54,76,40.332933985766935,84.34200897890769,8
6,19,57,30,57,25.832933985766935,55.38200897890769,7
5,18,75,31,65,30.052933985766938,70.65200897890769,2
5,18,46,26,46,22.912933985766937,73.13200897890769,7
5,18,49,36,38,34.872933985766934,70.61200897890768,9
9,22,46,19,42,20.10293398576694,51.26200897890769,2
4,42,28,44,43,32.66293398576694,71.88200897890769,1
7,32,50,19,37,33.43293398576694,66.41200897890769,2
5,18,51,35,49,31.63293398576694,73.54200897890769,7
8,20,62,34,56,29.232933985766937,59.30200897890768,1
9,32,58,44,50,28.162933985766937,61.19200897890768,1
6,18,53,20,69,33.66293398576694,71.88200897890769,9
4,18,40,19,50,27.63293398576694,71.66200897890769,4
9,44,39,19,32,42.11293398576694,66.83200897890768,3
5,18,41,33,38,29.67293398576694,47.382008978907685,1
4,42,28,44,38,27.67293398576694,65.15200897890769,1
5,18,41,29,45,27.292933985766936,56.85200897890769,8
5,18,48,46,48,42.70293398576694,67.94200897890768,6
6,18,49,27,52,25.06293398576694,57.922008978907684,4
3,18,28,19,56,45.63293398576694,87.33200897890768,2
5,19,78,36,68,33.52293398576694,81.50200897890768,2
5,18,50,51,48,47.63293398576694,69.56200897890768,7
8,18,62,45,56,41.942933985766935,64.94200897890768,1
6,48,44,39,34,28.44293398576694,65.28200897890768,5
7,33,38,22,49,33.32293398576694,49.60200897890769,1
4,18,42,20,64,39.652933985766936,68.79200897890769,7
3,18,28,19,49,38.63293398576694,64.34200897890769,9
5,38,52,49,42,28.44293398576694,65.28200897890768,5
6,28,58,29,51,20.63293398576694,54.71200897890769,2
6,25,66,28,61,19.24293398576694,65.09200897890769,2
3,18,28,19,65,54.63293398576694,90.74200897890768,2
3,18,28,20,52,41.652933985766936,58.54200897890769,3
4,31,36,19,42,30.892933985766938,64.01200897890769,4
6,34,49,35,36,26.63293398576694,57.922008978907684,5
5,18,54,36,64,36.442933985766935,64.63200897890769,8
6,18,46,19,57,28.63293398576694,70.99200897890769,9
5,18,48,37,38,35.332933985766935,68.66200897890769,9
3,18,28,19,43,32.63293398576694,75.48200897890769,1
4,18,34,21,57,40.71293398576694,57.25200897890768,7
6,18,50,34,48,30.63293398576694,49.94200897890769,7
6,28,38,28,31,20.732933985766937,45.40200897890769,5
3,18,28,19,32,21.63293398576694,55.76200897890769,9
9,26,50,19,42,25.63293398576694,72.12200897890769,2
5,18,45,32,43,28.63293398576694,58.54200897890769,9
6,19,46,27,45,22.70293398576694,43.61200897890768,7
4,24,33,19,36,23.44293398576694,57.65200897890769,8
8,20,59,39,61,34.07293398576694,65.15200897890769,1
5,18,54,36,64,36.442933985766935,64.63200897890769,8
7,27,63,26,56,21.022933985766937,65.09200897890769,2
9,23,50,28,50,20.10293398576694,48.14200897890768,1
3,18,28,19,46,35.63293398576694,55.68200897890769,3
5,18,49,36,38,34.872933985766934,70.61200897890768,9
3,18,28,20,56,45.652933985766936,69.15200897890769,3
9,25,42,19,36,23.69293398576694,61.80200897890768,3
6,18,48,20,60,29.67293398576694,67.33200897890768,1
4,26,28,28,36,25.682933985766937,58.28200897890768,9
3,18,28,19,50,39.63293398576694,55.38200897890769,1
5,19,68,26,64,21.95293398576694,69.85200897890769,3
5,18,72,30,68,26.81293398576694,72.26200897890769,2
8,28,60,19,52,27.292933985766936,73.80200897890768,3
4,20,35,19,40,22.912933985766937,53.44200897890769,4
7,18,28,45,27,41.652933985766936,61.842008978907685,6
4,18,44,20,52,25.682933985766937,53.202008978907685,10
4,18,61,20,71,27.67293398576694,72.23200897890769,2
4,18,50,21,65,32.75293398576694,68.46200897890769,7
7,18,28,31,27,27.67293398576694,51.82200897890769,6
3,18,28,19,46,35.63293398576694,74.34200897890769,7
6,19,59,39,58,34.66293398576694,59.88200897890769,7
4,33,28,35,44,33.66293398576694,58.812008978907684,9
4,18,36,19,52,33.63293398576694,53.44200897890769,7
6,18,36,20,58,39.652933985766936,59.78200897890768,9
7,21,58,40,62,34.60293398576694,63.82200897890769,4
4,18,50,19,71,38.63293398576694,70.99200897890769,2
5,18,45,45,44,41.652933985766936,64.94200897890768,1
6,39,70,44,55,29.232933985766937,78.04200897890769,3
5,18,35,33,31,29.77293398576694,64.01200897890769,6
4,26,28,27,33,22.63293398576694,60.97200897890768,1
6,35,61,36,46,28.63293398576694,71.80200897890768,3
3,30,28,19,35,30.63293398576694,52.60200897890769,4
7,35,53,33,42,25.122933985766938,65.60200897890769,3
5,18,32,19,35,20.63293398576694,38.78200897890768,8
3,18,28,19,38,27.63293398576694,47.64200897890768,10
3,27,28,20,29,24.17293398576694,42.732008978907686,8
7,18,28,36,27,32.66293398576694,53.202008978907685,6
4,37,28,40,40,29.77293398576694,71.80200897890768,1
8,56,37,53,35,19.63293398576694,81.81200897890768,8
5,18,42,28,47,27.032933985766938,58.38200897890769,8
6,18,57,29,62,27.84293398576694,73.25200897890768,8
4,18,42,19,46,21.63293398576694,46.312008978907684,7
6,48,62,49,49,26.63293398576694,74.57200897890769,3
4,18,40,20,61,38.652933985766936,61.05200897890768,7
3,18,28,19,35,24.63293398576694,40.03200897890768,7
5,18,38,34,42,31.792933985766936,46.982008978907686,8
5,18,78,36,64,36.442933985766935,75.28200897890768,3
4,20,67,29,60,25.06293398576694,66.43200897890769,5
3,18,28,19,60,49.63293398576694,77.50200897890768,2
4,18,65,19,81,33.63293398576694,82.15200897890769,3
6,35,62,36,46,29.63293398576694,72.12200897890769,2
6,35,41,19,26,37.03293398576694,64.68200897890769,5
3,18,28,19,44,33.63293398576694,69.94200897890768,7
3,18,28,19,32,21.63293398576694,48.14200897890768,1
7,26,42,27,63,38.63293398576694,59.99200897890769,9
4,43,36,19,42,41.88293398576694,87.44200897890768,8
7,26,39,27,46,24.63293398576694,56.10200897890769,1
5,18,38,29,37,25.682933985766937,44.07200897890769,6
3,39,28,28,33,29.52293398576694,58.38200897890769,8
6,18,46,26,57,30.392933985766938,55.03200897890768,1
3,18,28,19,32,21.63293398576694,56.202008978907685,6
4,32,28,33,38,27.63293398576694,52.552008978907686,1
9,38,36,33,34,21.63293398576694,49.052008978907686,8
5,18,36,19,41,22.63293398576694,47.202008978907685,8
4,43,28,45,37,26.682933985766937,62.60200897890769,1
8,31,67,29,61,20.63293398576694,77.68200897890769,2
6,27,62,28,53,22.63293398576694,61.19200897890768,2
8,20,74,23,81,24.85293398576694,78.04200897890769,1
3,18,28,19,51,40.63293398576694,55.76200897890769,2
5,18,53,39,51,35.63293398576694,82.97200897890768,6
3,18,28,19,60,49.63293398576694,69.56200897890768,2
7,25,52,33,54,23.69293398576694,53.44200897890769,4
3,18,28,19,47,36.63293398576694,69.21200897890769,1
