V1,V2,V3,V4,V5,V6,V7,Class
4,19,30,20,21,15.81646699288347,37.07100448945384,5
5,18,41,40,49,30.66646699288347,57.93100448945384,4
6,26,54,27,42,18.81646699288347,61.99100448945384,2
3,9,31,11,42,19.85646699288347,51.381004489453844,7
4,10,62,20,57,17.666466992883468,63.87100448945384,2
2,44,14,24,25,32.00646699288347,73.27100448945384,8
5,19,24,19,18,12.916466992883468,34.331004489453846,5
6,25,14,28,21,16.06646699288347,42.691004489453846,8
3,9,23,10,31,16.81646699288347,41.53100448945384,4
7,33,32,33,25,13.896466992883468,58.58100448945384,3
2,9,14,10,29,23.81646699288347,57.60100448945384,6
5,23,70,30,60,18.63646699288347,74.32100448945384,2
7,26,14,25,21,16.06646699288347,49.54100448945384,8
7,18,14,19,21,15.81646699288347,31.661004489453845,8
4,10,45,16,44,12.81646699288347,44.69100448945384,2
6,26,29,27,44,23.81646699288347,52.701004489453844,9
6,16,39,34,43,25.53646699288347,50.771004489453844,8
2,9,14,10,22,16.81646699288347,52.11100448945384,9
3,9,20,12,38,26.91646699288347,46.451004489453844,6
2,9,14,10,44,38.81646699288347,63.881004489453844,2
3,17,20,10,26,18.44646699288347,43.271004489453844,8
4,16,38,24,32,16.416466992883468,42.371004489453846,5
4,11,54,24,44,22.81646699288347,53.451004489453844,2
8,28,25,22,24,14.81646699288347,46.58100448945384,8
5,28,14,29,20,14.81646699288347,52.25100448945384,8
5,10,41,28,49,27.05646699288347,51.78100448945384,8
5,14,41,17,38,10.646466992883468,39.93100448945384,3
2,24,14,10,18,23.62646699288347,35.911004489453845,8
5,9,43,35,42,32.81646699288347,49.36100448945384,6
8,9,22,27,13,26.60646699288347,54.53100448945384,3
5,11,52,32,52,27.83646699288347,62.81100448945384,6
4,9,32,30,33,27.91646699288347,46.68100448945384,6
3,10,20,10,25,13.896466992883468,53.56100448945384,4
7,17,36,14,33,12.286466992883469,39.231004489453845,2
4,9,26,21,23,18.99646699288347,34.92100448945384,6
7,10,43,33,46,30.17646699288347,51.29100448945384,1
5,23,51,45,63,32.516466992883466,73.27100448945384,8
5,10,43,21,44,18.01646699288347,44.31100448945384,7
4,9,61,22,52,22.236466992883468,59.58100448945384,2
4,9,32,17,33,15.09646699288347,62.06100448945384,7
4,9,35,27,25,27.05646699288347,59.54100448945384,9
8,13,32,10,29,12.286466992883469,40.191004489453846,2
3,33,14,35,30,24.84646699288347,60.81100448945384,1
6,23,36,10,24,25.61646699288347,55.341004489453844,2
4,9,37,26,36,23.81646699288347,62.47100448945384,7
7,11,48,25,43,21.416466992883468,48.23100448945384,1
8,23,44,35,37,20.346466992883467,50.12100448945384,1
5,9,39,11,56,25.84646699288347,60.81100448945384,9
3,9,26,10,37,19.81646699288347,60.591004489453844,4
8,35,25,10,19,34.29646699288347,55.76100448945384,3
4,9,27,24,25,21.85646699288347,36.31100448945384,1
3,33,14,35,25,19.85646699288347,54.08100448945384,1
4,9,27,20,32,19.47646699288347,45.78100448945384,8
4,9,34,37,35,34.88646699288347,56.87100448945384,6
5,9,35,18,39,17.24646699288347,46.85100448945384,4
2,9,14,10,43,37.81646699288347,76.26100448945384,2
4,10,64,27,55,25.70646699288347,70.43100448945384,2
4,9,36,42,35,39.81646699288347,58.49100448945384,7
7,9,48,36,43,34.126466992883465,53.87100448945384,1
5,39,30,30,21,20.62646699288347,54.21100448945384,5
6,24,24,13,36,25.50646699288347,38.53100448945384,1
3,9,28,11,51,31.83646699288347,57.72100448945384,7
2,9,14,10,36,30.81646699288347,53.271004489453844,9
4,29,38,40,29,20.62646699288347,54.21100448945384,5
5,19,44,20,38,12.81646699288347,43.64100448945384,2
5,16,52,19,48,11.42646699288347,54.021004489453844,2
2,9,14,10,52,46.81646699288347,79.67100448945384,2
2,9,14,11,39,33.836466992883466,47.47100448945384,3
3,22,22,10,29,23.076466992883468,52.94100448945384,4
5,25,35,26,23,18.81646699288347,46.85100448945384,5
4,9,40,27,51,28.62646699288347,53.56100448945384,8
5,9,32,10,44,20.81646699288347,59.92100448945384,9
4,9,34,28,25,27.51646699288347,57.591004489453844,9
2,9,14,10,30,24.81646699288347,64.41100448945384,1
3,9,20,12,44,32.89646699288347,46.18100448945384,7
5,9,36,25,35,22.81646699288347,38.871004489453846,7
5,19,24,19,18,12.916466992883468,34.331004489453846,5
2,9,14,10,19,13.81646699288347,44.69100448945384,9
8,17,36,10,29,17.81646699288347,61.05100448945384,2
4,9,31,23,30,20.81646699288347,47.47100448945384,9
5,10,32,18,32,14.88646699288347,32.54100448945384,7
3,15,19,10,23,15.626466992883469,46.58100448945384,8
7,11,45,30,48,26.25646699288347,54.08100448945384,1
4,9,40,27,51,28.62646699288347,53.56100448945384,8
6,18,49,17,43,13.206466992883469,54.021004489453844,2
8,14,36,19,37,12.286466992883469,37.07100448945384,1
2,9,14,10,33,27.81646699288347,44.61100448945384,3
4,9,35,27,25,27.05646699288347,59.54100448945384,9
2,9,14,11,43,37.836466992883466,58.08100448945384,3
8,16,28,10,23,15.876466992883469,50.73100448945384,3
5,9,34,11,47,21.85646699288347,56.26100448945384,1
3,17,14,19,23,17.86646699288347,47.21100448945384,9
2,9,14,10,37,31.81646699288347,44.31100448945384,1
4,10,54,17,51,14.13646699288347,58.78100448945384,3
4,9,58,21,55,18.99646699288347,61.19100448945384,2
7,19,46,10,39,19.47646699288347,62.73100448945384,3
