V1,V2,V3,V4,V5,V6,V7,Class
3,0,9,2,23,14.14,30.46,1
2,0,7,22,11,22.36,40.0,1
0,0,0,0,12,12.0,37.66,1
0,0,0,0,24,24.0,49.74,1
0,0,0,0,24,24.0,33.24,1
1,16,0,18,16,16.12,45.19,1
0,0,0,0,18,18.0,43.68,1
0,0,0,0,20,20.0,49.66,1
0,0,0,0,20,20.0,40.85,1
3,0,6,1,21,15.03,32.02,1
2,0,7,6,7,6.0,25.0,1
2,0,7,18,11,18.44,34.99,1
1,19,0,20,10,10.05,32.02,1
3,0,19,0,25,6.0,33.53,1
1,10,0,10,7,7.0,30.46,1
1,18,0,19,11,11.05,41.59,1
1,7,0,8,18,18.03,33.24,1
1,18,0,19,11,11.05,26.25,1
1,20,0,22,8,8.25,41.34,1
0,0,0,0,19,19.0,49.74,1
1,15,0,16,6,6.08,44.38,1
2,0,11,19,13,19.1,32.2,1
3,0,10,2,23,13.15,33.62,1
0,0,0,0,14,14.0,34.21,1
1,11,0,13,12,12.17,43.01,1
0,0,0,0,13,13.0,33.96,1
3,0,10,2,23,13.15,33.62,1
1,22,0,22,7,7.0,38.83,1
2,0,7,19,11,19.42,26.25,1
0,0,0,0,15,15.0,37.48,1
0,0,0,0,10,10.0,37.22,1
1,10,0,10,21,21.0,47.07,1
3,0,7,0,16,9.0,26.25,1
2,0,15,11,18,11.4,25.5,1
1,24,0,25,12,12.04,43.01,1
3,0,17,6,26,10.82,29.53,1
4,8,11,8,20,9.0,33.96,1
4,15,10,3,23,17.69,27.46,1
1,19,0,19,8,8.0,46.1,1
1,9,0,10,13,13.04,33.53,1
2,0,13,12,7,13.42,41.76,1
1,17,0,19,11,11.18,36.36,1
1,9,0,9,17,17.0,38.08,1
2,0,24,6,13,12.53,30.59,1
2,0,7,23,10,23.19,38.6,1
0,0,0,0,13,13.0,25.24,1
0,0,0,0,14,14.0,39.81,1
0,0,0,0,22,22.0,51.79,1
1,6,0,8,11,11.18,33.96,1
0,0,0,0,6,6.0,36.62,1
1,7,0,8,15,15.03,30.08,1
2,0,13,13,11,13.15,37.16,1
0,0,0,0,13,13.0,27.46,1
0,0,0,0,22,22.0,41.59,1
0,0,0,0,8,8.0,35.9,1
0,0,0,0,17,17.0,38.08,1
2,0,6,10,7,10.05,26.0,1
1,8,0,8,7,7.0,38.83,1
0,0,0,0,20,20.0,45.19,1
2,0,9,10,7,10.2,30.46,1
1,20,0,22,14,14.14,35.38,1
3,0,16,1,24,8.06,39.2,1
0,0,0,0,24,24.0,33.24,1
2,0,11,19,13,19.1,32.2,1
3,0,14,5,20,7.81,21.19,1
1,12,0,13,7,7.07,30.87,1
3,0,8,2,27,19.1,35.9,1
0,0,0,0,22,22.0,60.84,1
1,13,0,15,12,12.17,40.85,1
2,0,19,7,24,8.6,37.66,1
3,0,12,8,27,17.0,30.41,1
0,0,0,0,11,11.0,28.46,1
0,0,0,0,10,10.0,33.62,1
0,0,0,0,19,19.0,33.53,1
0,0,0,0,20,20.0,40.85,1
4,14,12,0,21,16.64,25.24,1
1,23,0,23,14,14.0,32.53,1
2,0,12,14,11,14.04,33.11,1
1,14,0,14,12,12.0,30.41,1
0,0,0,0,7,7.0,38.6,1
3,0,10,13,23,18.38,32.53,1
0,0,0,0,7,7.0,26.25,1
2,0,20,7,22,7.28,41.59,1
0,0,0,0,24,24.0,47.01,1
2,0,12,18,12,18.0,36.72,1
2,0,13,8,10,8.54,35.9,1
3,0,13,3,23,10.44,27.46,1
1,25,0,26,11,11.05,40.46,1
2,0,12,14,11,14.04,33.11,1
2,0,8,8,11,8.54,35.9,1
2,0,24,6,13,12.53,30.59,1
3,0,11,2,27,16.12,28.46,1
2,0,12,12,17,13.0,40.5,1
0,0,0,0,21,21.0,45.19,1
2,0,24,12,8,20.0,33.24,1
0,0,0,0,19,19.0,46.62,1
2,0,13,8,15,8.25,30.08,1
2,0,12,7,7,8.6,37.66,1
0,0,0,0,11,11.0,32.2,1
1,22,0,23,10,10.05,38.6,1
2,0,14,15,16,15.13,38.08,1
3,0,13,2,29,16.12,30.08,1
0,0,0,0,6,6.0,32.02,1
0,0,0,0,25,25.0,44.38,1
1,9,0,11,18,18.11,25.5,1
3,0,11,0,26,15.0,35.38,1
2,0,7,23,10,23.19,38.6,1
0,0,0,0,10,10.0,36.12,1
1,25,0,27,13,13.15,36.12,1
0,0,0,0,6,6.0,26.0,1
1,6,0,7,12,12.04,21.19,1
0,0,0,0,11,11.0,26.63,1
2,0,7,18,11,18.44,34.99,1
1,19,0,19,8,8.0,46.1,1
0,0,0,0,21,21.0,53.31,1
0,0,0,0,25,25.0,49.24,1
1,18,0,19,11,11.05,26.25,1
0,0,0,0,20,20.0,43.05,1
4,10,7,9,24,17.03,26.0,1
3,0,19,0,31,12.0,37.66,1
0,0,0,0,15,15.0,37.48,1
3,0,16,1,31,15.03,32.57,1
3,0,13,3,23,10.44,27.46,1
4,11,18,1,23,11.18,25.5,1
1,10,0,10,21,21.0,47.07,1
1,20,0,21,12,12.04,40.82,1
2,0,13,14,17,14.56,40.85,1
1,6,0,8,11,11.18,33.96,1
1,16,0,17,14,14.04,33.62,1
0,0,0,0,10,10.0,33.62,1
0,0,0,0,7,7.0,38.83,1
0,0,0,0,19,19.0,46.62,1
3,0,11,1,29,18.03,40.22,1
4,7,12,5,20,8.25,21.19,1
0,0,0,0,12,12.0,33.11,1
1,18,0,19,8,8.06,37.22,1
0,0,0,0,19,19.0,42.54,1
3,0,7,1,32,25.02,38.83,1
1,17,0,18,14,14.04,46.62,1
2,0,18,12,18,12.0,29.55,1
1,12,0,14,21,21.1,29.53,1
0,0,0,0,21,21.0,35.34,1
1,6,0,6,7,7.0,25.0,1
1,7,0,7,7,7.0,37.66,1
0,0,0,0,19,19.0,38.83,1
1,17,0,17,12,12.0,42.54,1
1,13,0,15,17,17.12,38.08,1
0,0,0,0,14,14.0,34.21,1
2,0,7,19,11,19.42,26.25,1
2,0,12,14,12,14.0,30.41,1
1,20,0,21,12,12.04,40.82,1
1,8,0,9,9,9.06,28.46,1
1,8,0,8,10,10.0,35.9,1
2,0,19,10,13,11.66,33.53,1
0,0,0,0,12,12.0,40.5,1
2,0,19,8,7,14.42,38.83,1
1,18,0,19,18,18.03,38.95,1
1,16,0,18,11,11.18,34.99,1
0,0,0,0,13,13.0,40.85,1
3,0,24,2,30,6.32,30.59,1
0,0,0,0,7,7.0,26.25,1
4,7,12,5,20,8.25,21.19,1
0,0,0,0,25,25.0,55.9,1
0,0,0,0,13,13.0,27.46,1
2,0,14,9,18,9.85,34.21,1
1,7,0,8,15,15.03,30.08,1
1,8,0,8,14,14.0,39.81,1
0,0,0,0,19,19.0,37.66,1
4,9,9,9,22,13.0,28.46,1
1,11,0,12,7,7.07,44.64,1
1,8,0,10,15,15.13,32.57,1
4,10,7,9,24,17.03,26.0,1
0,0,0,0,17,17.0,44.94,1
0,0,0,0,14,14.0,38.08,1
3,0,19,0,31,12.0,37.66,1
4,17,26,0,13,21.4,52.81,2
0,0,0,0,22,22.0,48.85,2
0,0,0,0,27,27.0,50.92,2
1,0,28,1,35,7.07,38.48,2
0,0,0,0,21,21.0,30.68,2
0,0,0,0,22,22.0,46.49,2
4,9,28,7,23,5.39,37.11,2
2,1,37,4,36,3.16,39.22,2
5,22,14,0,6,23.41,45.45,2
1,0,32,2,41,9.22,44.38,2
1,0,20,1,43,23.02,46.24,2
1,0,28,0,41,13.0,42.45,2
0,0,0,0,37,37.0,67.54,2
0,0,0,0,29,29.0,43.17,2
4,10,28,0,21,12.21,43.17,2
6,15,14,0,6,17.0,60.42,2
5,10,23,0,17,11.66,38.63,2
0,0,0,0,24,24.0,49.65,2
1,0,23,1,31,8.06,32.57,2
4,17,23,14,14,9.49,40.72,2
1,0,33,1,45,12.04,50.09,2
3,14,30,17,23,7.62,40.72,2
2,0,39,10,34,11.18,40.26,2
0,0,0,0,38,38.0,62.24,2
0,0,0,0,33,33.0,50.09,2
4,9,27,0,20,11.4,39.05,2
0,0,0,0,36,36.0,53.71,2
1,0,25,2,42,17.12,44.27,2
3,7,30,7,24,6.0,34.71,2
0,0,0,0,39,39.0,55.71,2
4,10,33,0,26,12.21,48.05,2
0,0,0,0,35,35.0,53.14,2
6,15,14,0,6,17.0,60.42,2
3,7,31,9,28,3.61,37.11,2
0,0,0,0,37,37.0,54.34,2
3,7,31,9,28,3.61,37.11,2
0,0,0,0,31,31.0,43.42,2
0,0,0,0,36,36.0,48.05,2
1,0,22,2,44,22.09,46.49,2
4,17,20,0,6,22.02,49.98,2
1,0,24,0,42,18.0,46.1,2
0,0,0,0,23,23.0,48.51,2
4,9,17,0,10,11.4,29.41,2
5,11,25,6,21,6.4,38.6,2
0,0,0,0,34,34.0,42.95,2
4,17,23,0,9,22.02,50.92,2
5,20,16,0,6,22.36,50.25,2
1,0,32,0,47,15.0,49.04,2
0,0,0,0,30,30.0,39.05,2
4,12,30,0,21,15.0,48.51,2
0,0,0,0,28,28.0,62.13,2
5,7,30,0,26,8.06,42.95,2
1,0,31,1,42,11.05,43.42,2
1,0,34,2,40,6.32,40.11,2
1,0,21,2,45,24.08,48.1,2
0,0,0,0,21,21.0,33.84,2
0,0,0,0,26,26.0,53.45,2
1,0,23,0,36,13.0,37.11,2
0,0,0,0,38,38.0,50.12,2
4,13,33,13,27,6.0,39.22,2
4,14,28,10,23,6.4,38.63,2
3,6,33,12,29,7.21,37.0,2
0,0,0,0,23,23.0,51.62,2
4,16,16,0,6,18.87,38.48,2
5,22,21,10,14,13.89,50.09,2
1,0,24,2,47,23.09,49.65,2
5,11,31,6,27,6.4,43.42,2
